Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Box type (product.metafields.shopify.box-type),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Hardware mounting type (product.metafields.shopify.hardware-mounting-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Mount material (product.metafields.shopify.mount-material),Organizer type (product.metafields.shopify.organizer-type),Vehicle drive/handling features (product.metafields.shopify.vehicle-drive-handling-features),Vehicle type (product.metafields.shopify.vehicle-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
aerosol-can-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220108.1.png?v=1732050173,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-can-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220108.2.png?v=1732050169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-can-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220108.4.png?v=1732050169,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-can-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220108.5.png?v=1732050169,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerosol-can-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220108.6.png?v=1732050169,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-towel-holder,Paper Towel Holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Fits your standard size roll</li>
<li>Heavy Duty</li>
<li>Made from 16 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220111</p>
<p>We have designed this Paper Towel Holder to be the last one you purchase and is perfect for your shop or garage wall.  This is CNC laser cut from 16 Gauge steel.  We then CNC bend it and also powder coat it orange.  These will hold your standard size paper towel roll.  We cut mounting holes in this for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220111,907.18474,,-1,deny,manual,33.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220111.4.png?v=1732049558,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
paper-towel-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220111.1.png?v=1732049558,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-towel-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220111.2.png?v=1732049558,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-towel-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220111.3.png?v=1732049558,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper-towel-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220111.5.png?v=1732049558,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-size-hose-holder,Large Size Hose Holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Perfect for Garden Hoses</li>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220103</p>
<p>We have designed this Large Size Hose Holder that is perfect for garden hoses for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  These will hold a 100"" garden hose easily.  We cut mounting holes in this for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220103,1814.36948,,-2,deny,manual,24.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220103.3_b60e07d3-c053-4ba0-9484-f82945a5a423.png?v=1732048675,1,,FALSE,,,3568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
large-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220103.1_5b57bb47-1169-41d2-b20c-fb4a2e253257.png?v=1732048675,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220103.2_668f9c65-2269-4100-afa1-2ad37cdc1af6.png?v=1732048675,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220103.4_48383712-42ff-4193-89ec-f72a3e0ef146.png?v=1732048675,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shovel-hanger,Shovel Hanger,"<p><span style=""font-weight: 400;""><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220116</p>
<p>We have designed a Shovel Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220116,453.59237,,0,deny,manual,13.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220116.3.png?v=1731615619,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
shovel-hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220116.1.png?v=1731615618,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shovel-hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220116.2.png?v=1731615618,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shovel-hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220116.4.png?v=1731615619,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shovel-hanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220116.5.png?v=1731615619,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push-broom-holder,Push Broom Holder,"<p><span style=""font-weight: 400;""><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220113</p>
<p>We have designed a Push Brrom Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange. We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220113,1814.36948,,0,deny,manual,20.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.3.png?v=1731615001,1,,FALSE,,,5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
push-broom-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.1.png?v=1731615000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push-broom-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.2.png?v=1731615001,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push-broom-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.4.png?v=1731615001,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push-broom-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.5.png?v=1731615001,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
push-broom-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220113.6.png?v=1731615001,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-screwdriver-holder,Large Screwdriver Holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220107</p>
<p>We have designed a Large Screwdriver Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  This will hold 16 standard size screwdrivers.  We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220107,2721.55422,,-3,deny,manual,33.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220107.4.png?v=1731614696,1,,FALSE,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,,,,,lb,,,active
large-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220107.1.png?v=1731614696,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220107.3.png?v=1731614696,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220107.2.png?v=1731614696,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-screwdriver-holder,Small Screwdriver Holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220106</p>
<p>We have designed a Small Screwdriver Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  This will hold 11 standard size screwdrivers.  We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220106,1360.77711,,-1,deny,manual,22.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220106.3.png?v=1731614494,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
small-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220106.1.png?v=1731614494,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220106.2.png?v=1731614494,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-screwdriver-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220106.4.png?v=1731614495,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-size-hammer-holder,Small Size Hammer Holder,"<p><span style=""font-weight: 400;""><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220105</p>
<p>We have designed a Small Sized Hammer Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  This will hold your standard ball peen hammer or construction hammer.  We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220105,907.18474,,0,deny,manual,15.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.3.png?v=1731613627,1,,FALSE,,,500103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
small-size-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.1.png?v=1731613627,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-size-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.2.png?v=1731613627,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-size-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.4.png?v=1731613627,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-size-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.5.png?v=1731613627,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small-size-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220105.6.png?v=1731613627,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-hammer-holder,Medium Size Hammer Holder,"<p><span style=""font-weight: 400;""><img class=""alignnone size-full wp-image-484"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" alt=""made in the usa"" width=""168"" height=""168""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220104</p>
<p>We have designed a Medium Sized Hammer Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  This will hold your standard dead blow hammer or mini sledge.  We cut mounting holes for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220104,0,,-1,deny,manual,16.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.3.png?v=1731613324,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
medium-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.1.png?v=1731613324,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.2.png?v=1731613324,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.4.png?v=1731613324,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.5.png?v=1731613324,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-hammer-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220104.6.png?v=1731613324,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-size-hose-holder,Medium Size Hose Holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Perfect for Air Hoses</li>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220102</p>
<p>We have designed this Medium Size Hose Holder that is perfect for air hoses for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  These will hold a 100"" air hose easily.  We cut mounting holes in this for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220102,907.18474,,-1,deny,manual,20.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220102.3_8b0bf707-36ba-4d54-af9e-01663d3799cd.png?v=1731612833,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
medium-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220102.1_52f995f3-2641-4cf6-b9cd-fee59ad7429a.png?v=1731612833,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220102.2_a1901395-58ad-4ad9-9492-2207a849cb22.png?v=1731612833,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medium-size-hose-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220102.4_cfbd0cab-ea22-4d03-ab08-4680ce544a0e.png?v=1731612833,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-cord-holder,Extension Cord holder,"<p><span style=""font-weight: 400;""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""alignnone size-full wp-image-484""></span></p>
<ul>
<li>Heavy Duty</li>
<li>Made from 10 gauge steel</li>
<li>Powder Coated Orange</li>
<li>CNC Laser cut and CNC Bent</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<p><!-- split --></p>
<p>SKU:220101</p>
<p>We have designed a Heavy Duty Extension Cord Holder for your shop or garage wall.  This is CNC laser cut from 10 Gauge steel .134 thick.  We then CNC bend it and also powder coat it orange.  These will hold a 100"" extension cord easily.  We cut two holes in this for an easy install on your wall using drywall screws.</p>",AJK Offroad,Uncategorized,,,TRUE,Title,Default Title,,,,,,,,'220101,680.388555,,0,deny,manual,17.99,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220101.3.png?v=1731612041,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
extension-cord-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220101.1.png?v=1731612041,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-cord-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220101.2.png?v=1731612041,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
extension-cord-holder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/220101.4.png?v=1731612041,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-1500xd-front-packout-mount,Polaris Ranger 1500XD Front Packout Mount,"<p class=""short-description"">Our Milwaukee Packout Mount is the perfect storage solution for your Polaris Ranger 1500XD. This is our front mount, designed to sit near the front of your bed close to the cab. It installs using existing mounting holes along with four self-drilling screws. Installation is simple—just remove two bed bolts and replace them with the supplied bolts, then secure the rear of the mount with the four provided self-drilling screws. We CNC laser cut each mount in-house from 10-gauge P.O. steel and finish it with a black powder coat.</p>
<p class=""usa-img""><img height=""168"" width=""168"" alt=""made in the usa"" src=""https://cdn.shopify.com/s/files/1/0682/5603/9143/files/madeinusa.webp?v=1711118973"" class=""wp-image-484""></p>
<ul class=""description-list"">
<li>Perfect storage solution</li>
<li>Front mount towards your cab</li>
<li>Fit Polaris Ranger 1500XD</li>
<li>Easy install</li>
<li>Many Milwaukee options</li>
<li>Fits two large packout boxes</li>
<li>Made in USA</li>
</ul>
<div class=""shortdescriptionbottom""><br></div>
<!-- split -->
<p>SKU: 200585</p>
<p>This mount works with Polaris Ranger 1500XD models and any other model with the same bed configuration.</p>
<p>Keep your Milwaukee Packout boxes secure with our <strong><a href=""https://ajkoffroad.com/products/packout-mount-lock?_pos=1&amp;_sid=1a136a51d&amp;_ss=r"">Packout lock</a></strong>.</p>
<p>Milwaukee offers a wide range of tool boxes—each stackable and available in multiple sizes. They even offer a large cooler.</p>",AJK Offroad,Uncategorized,,woo_import_1,TRUE,Title,Default Title,,,,,,,,'200585,9525.43977,shopify,21,continue,manual,198.71,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.4.png?v=1754677835,1,"A black metal front packout mount installed in the bed of a Polaris Ranger 1500XD, holding two red and gray tool boxes.",FALSE,,,4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,active
polaris-ranger-1500xd-front-packout-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.1.png?v=1754677888,2,Polaris Ranger 1500XD Front Packout Mount Installed In Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-1500xd-front-packout-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.2.png?v=1754677911,3,Polaris Ranger 1500XD Front Packout Mount Installed In Bed Side View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-1500xd-front-packout-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.3.png?v=1754677954,4,Polaris Ranger 1500XD Front Packout Mount Installed Right Side View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-1500xd-front-packout-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.5.png?v=1754678156,5,Polaris Ranger 1500XD Front Packout Mount Installed Right Side View with Kits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polaris-ranger-1500xd-front-packout-mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0682/5603/9143/files/200585.6.png?v=1754678256,6,Polaris Ranger 1500XD Front Packout Mount Installed with Kits Straight On View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
