Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Cost per item,Image Src,Image Position,Image Alt Text,Status
35-cob-traffic-advisor-strobe-light-bar-warrant-g2-series,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series","<p><strong>35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35COBTRAFFIC,,shopify,100,deny,manual,79.99,88.87,TRUE,TRUE,,55.99,https://xpriteusa.com/cdn/shop/products/10801080_24.jpg?v=1675208056&width=1080,1,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series",active
35-cob-traffic-advisor-strobe-light-bar-warrant-g2-series,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series","<p><strong>35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35COBTRAFFIC,,shopify,100,deny,manual,79.99,88.87,TRUE,TRUE,,55.99,https://xpriteusa.com/cdn/shop/products/1_c8d81ff6-570e-4586-8b0e-6c36a7ec0fd6.jpg?v=1652214474&width=1000,1,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series",active
35-cob-traffic-advisor-strobe-light-bar-warrant-g2-series,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series","<p><strong>35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35COBTRAFFIC,,shopify,100,deny,manual,79.99,88.87,TRUE,TRUE,,55.99,https://xpriteusa.com/cdn/shop/products/Variation_60b7b482-28bf-4267-873e-1a2c51c1f047.jpg?v=1626382748&width=1000,1,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series",active
35-cob-traffic-advisor-strobe-light-bar-warrant-g2-series,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series","<p><strong>35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35COBTRAFFIC,,shopify,100,deny,manual,79.99,88.87,TRUE,TRUE,,55.99,https://xpriteusa.com/cdn/shop/products/10801080_24.jpg?v=1675208056&width=1080,1,"35"" COB Traffic Advisor Strobe Light Bar | Warrant G2 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_c8d81ff6-570e-4586-8b0e-6c36a7ec0fd6.jpg?v=1652214474&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_1ae442cf-a6ce-477c-a7f3-1251035dd00a.jpg?v=1709322269&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_8c06382e-159b-4c1a-a9f0-b18abfacf61b.jpg?v=1658267904&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_4cfc16bf-0f25-4512-817e-8d5feb270ee6.jpg?v=1651789717&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1-W2_9d825123-cf1f-42d9-be51-e540e9e8a912.jpg?v=1618943349&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_7636dbcc-d235-40ac-8f74-1112967fe4b6.jpg?v=1658269058&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1-W_873714d9-2a31-4e48-9b7e-fecb8211210f.jpg?v=1628530031&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_c8d81ff6-570e-4586-8b0e-6c36a7ec0fd6.jpg?v=1652214474&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_1ae442cf-a6ce-477c-a7f3-1251035dd00a.jpg?v=1709322269&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_8c06382e-159b-4c1a-a9f0-b18abfacf61b.jpg?v=1658267904&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_4cfc16bf-0f25-4512-817e-8d5feb270ee6.jpg?v=1651789717&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1-W2_9d825123-cf1f-42d9-be51-e540e9e8a912.jpg?v=1618943349&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1_7636dbcc-d235-40ac-8f74-1112967fe4b6.jpg?v=1658269058&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-led-directional-traffic-advisor-light-bar-8-series,"35""  LED Directional Traffic Advisor Light Bar | 8 Series","<p><strong>35""  LED Directional Traffic Advisor Light Bar | 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",TRUE,Variant,"35""",XPR-35LEDDIRECTI,,shopify,100,deny,manual,51.99,76.99,TRUE,TRUE,,36.39,https://xpriteusa.com/cdn/shop/products/1-W_873714d9-2a31-4e48-9b7e-fecb8211210f.jpg?v=1628530031&width=1000,1,"35""  LED Directional Traffic Advisor Light Bar | 8 Series",active
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/Variation_60b7b482-28bf-4267-873e-1a2c51c1f047.jpg?v=1626382748&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_1ae442cf-a6ce-477c-a7f3-1251035dd00a.jpg?v=1709322269&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_8c06382e-159b-4c1a-a9f0-b18abfacf61b.jpg?v=1658267904&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_4cfc16bf-0f25-4512-817e-8d5feb270ee6.jpg?v=1651789717&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_2c3fa122-a0ca-4792-8afb-1e306f9b6adf.jpg?v=1658268239&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1-W2_9d825123-cf1f-42d9-be51-e540e9e8a912.jpg?v=1618943349&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_f7b15ddb-ae10-4ebe-9557-a474917ffae7.jpg?v=1651790750&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_7d96dc60-fae5-4a5a-a21c-05a63b2fcadb.jpg?v=1652814530&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1-W_873714d9-2a31-4e48-9b7e-fecb8211210f.jpg?v=1628530031&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/Variation_60b7b482-28bf-4267-873e-1a2c51c1f047.jpg?v=1626382748&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_1ae442cf-a6ce-477c-a7f3-1251035dd00a.jpg?v=1709322269&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_8c06382e-159b-4c1a-a9f0-b18abfacf61b.jpg?v=1658267904&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
35-traffic-advisor-strobe-light-bar-controller-cob-led-8-series,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series","<p><strong>35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series</strong> is part of the Throttle Therapy Nation™ Trusted Brands &amp; Gear network. Chosen for its balance of performance, value, and reliability, this product is built for riders who put real miles on their machines—on the trail, in the woods, at events, and back in the shop.</p><p>Add it to your build as a proven upgrade from a brand we trust to keep the Nation rolling: Ride. Heal. Belong.</p>",Xprite,,Xprite Parts & Accessories,"Xprite, Trusted Brand",FALSE,Variant,"35""",XPR-35TRAFFICADV,,shopify,0,deny,manual,,,TRUE,TRUE,,,https://xpriteusa.com/cdn/shop/products/1_4cfc16bf-0f25-4512-817e-8d5feb270ee6.jpg?v=1651789717&width=1000,1,"35"" Traffic Advisor Strobe Light Bar | Controller COB LED 8 Series",archived
