Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
"Fits-on-6-inch-SUPER-ATV-Lift-Kit-(Gen2)-2006–2021-Can-Am-Outlander-1000/1000-Max/400/400-Max/450/450-Max/500/500-Max/570/570-Max/650/650-Max/800/800-Max/850-Max/850,-Renegade-1000/500/570/800/850-Front-Left","Fits on 6 inch SUPER ATV Lift Kit (Gen2) 2006–2021 Can Am Outlander 1000/1000 Max/400/400 Max/450/450 Max/500/500 Max/570/570 Max/650/650 Max/800/800 Max/850 Max/850, Renegade 1000/500/570/800/850 Front Left","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,#N/A,,TRUE,Title,Default Title,,,,,,,,PAXL-3070XHD-6ET,0,shopify,0,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3070XHD.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2011–2022-Can-Am-Outlander-1000/500/500-Max/650/650-Max/800-Max/800/400/1000-Max/400-Max/450/450-Max/570/570-Max/850/850-Max,-Renegade-500/800/1000/570/850-Front-Right","2011–2022 Can-Am Outlander 1000/500/500 Max/650/650 Max/800 Max/800/400/1000 Max/400 Max/450/450 Max/570/570 Max/850/850 Max, Renegade 500/800/1000/570/850 Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3071HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3071HD.jpg?v=1626202200,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2006–2021-Can-Am-Outlander-1000/1000-Max/400/400-Max/450/450-Max/500/500-Max/570/570-Max/650/650-Max/800/800-Max/850-Max/850,-Renegade-1000/500/570/800/850-Front-Right","2006–2021 Can-Am Outlander 1000/1000 Max/400/400 Max/450/450 Max/500/500 Max/570/570 Max/650/650 Max/800/800 Max/850 Max/850, Renegade 1000/500/570/800/850 Front Right Heavy Duty Lift Kit Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Lift kit Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Lift Kit Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3071HD-6ET,0,shopify,5,deny,manual,249,249,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3071HD.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2009–2022-Can-Am-Outlander-1000/500/500-Max/650/650-Max/800-Max/800/400/1000-Max/400-Max/450/450-Max/570/570-Max/850/850-Max,-Renegade-500/800/1000/570/850-Front-Right","2009–2022 Can-Am Outlander 1000/500/500 Max/650/650 Max/800 Max/800/400/1000 Max/400 Max/450/450 Max/570/570 Max/850/850 Max, Renegade 500/800/1000/570/850 Front Right Xtreme Heavy Duty Axle","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,Xtreme Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3071XHD,0,shopify,5,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3071XHD.jpg?v=1626202244,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"Fits-on-6-inch-SUPER-ATV-Lift-Kit-(Gen2)-2006–2021-Can-Am-Outlander-1000/1000-Max/400/400-Max/450/450-Max/500/500-Max/570/570-Max/650/650-Max/800/800-Max/850-Max/850,-Renegade-1000/500/570/800/850-Front-Right","Fits on 6 inch SUPER ATV Lift Kit (Gen2) 2006–2021 Can Am Outlander 1000/1000 Max/400/400 Max/450/450 Max/500/500 Max/570/570 Max/650/650 Max/800/800 Max/850 Max/850, Renegade 1000/500/570/800/850 Front Right","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,#N/A,,TRUE,Title,Default Title,,,,,,,,PAXL-3071XHD-6ET,0,shopify,4,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3071XHD.jpg,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2015–2018-Can-Am-Outlander-800/1000/650/850,-Renegade-1000/570-Rear-Right","2015–2018 Can-Am Outlander 800/1000/650/850, Renegade 1000/570 Rear Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3072HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3072HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2015–2018-Can-Am-Outlander-800/1000/650/850,-Renegade-1000/570-Rear-Left","2015–2018 Can-Am Outlander 800/1000/650/850, Renegade 1000/570 Rear Left Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3073HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3073HD.jpg?v=1656082963,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2023-Can-Am-Maverick-Sport-1000,-Commander-1000/Max-1000-Front-Left,-Front-Right","2019–2023 Can-Am Maverick Sport 1000, Commander 1000/Max 1000 Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3079HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3079HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2019–2021-Can-Am-Maverick-Trail-1000/Trail-800-Front-Left,-Front-Right","2019–2021 Can-Am Maverick Trail 1000/Trail 800 Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3081HD,0,shopify,0,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3081HD.jpg?v=1626202200,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2024-Can-Am-Maverick-X3/X3-Max-Front-Left,-Front-Right","2018–2024 Can-Am Maverick X3/X3 Max Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3082HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3082HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2018–2024-Can-Am-Maverick-X3/X3-Max-Front-Left,-Front-Right","2018–2024 Can-Am Maverick X3/X3 Max Front Left, Front Right Xtreme Heavy Duty Axle","Our Strongest Axles To Date 

Our X-Treme Heavy Duty Axles are “Hell Rated” – upgraded from our Heavy Duty Line to handle the harshest terrains for racing in Desert, Sand, Mud, Rock and Short Courses. Demon X-Treme Heavy Duty Axles are our strongest axles to date. 

Through years of research and development Demon Powersports has developed a RACE READY, ULTIMATE PERFORMANCE axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. The success behind our products stems from thorough quality control. Our products go through extensive and extreme testing and R&D before launching.? 

Entire Axle Made Up of 4340 Chromoly Steel Material (In-and-Out) 

These axles are bigger, beefier, and stronger. Demon X-Treme Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel material for all its components including the shaft, housing, cage, race, and balls.  

This gives the axles the edge it needs for superior strength and longevity. We re-engineered our cage design to enhance durability and use Molybdenum grease to lubricate the internal components. The axle's inner components are micro-polished, so the CVs don't heat up like other products.  

4340 chromoly steel is more elastic meaning the axle shaft and its components will absorb any stress and keeps it within itself, eliminating any stress from being transferred into the differential and through your drivetrain. This helps preserve other components on the car! 

Available for Long Travel Kits 

Our X-Treme Heavy Duty are also tailored made to work with all major Long Travel Suspension Kits & Lift Kits. We understand the requirment for the desert and dunes. As provide an out of the box solution since they are already optimized for heat so your CVs can run cooler and last longer.  If you don’t believe us talk to any one of our racers in BITD, SCORE, SNORA, DAKHAR etc whom trust and use our products! 

Our long travel axles are tailor made to fit the following suspension kits Cognito Motorsports, Extreme Performance, Fireball Racing HCR, NXS Designs, Madigan Motorsports, SF Raceworks, LSK, Lone Star Racing, Fifty6 Industries, FabWerx, Grounder 4, UTV Wolfpack, Reflex, Long Travel Industries and much more!! 

If you need a long travel axle click here to get directed to the correct page! (INSERT LINK) 

Backed with 2-Years Limited Warranty 

Demon Xtreme axles come with an industry first 2yr limited warranty! We know our axles are built and designed for the baddest and toughest machines, that’s why we have paired our axles with the best warranty in the industry! Our #1 priority here at Demon Powersports is your happiness. Which means we stand behind our products. If you have a problem, we will solve it. Just reach out to our Customer Support Team. We’re here for you. Happiness & Performance guaranteed. 

Trust In Demon X-Treme Heavy Duty Axles To Keep You Riding!! 

If you have an axle that is optimized for heat and strength then you can have no fear running more power or larger tires on your machine meaning you can have the baddest and toughest machine out there without worrying about getting left behind in the sand, rocks, trail or mud!!  ",Demon Powersports,,Xtreme Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-3082XHD,0,shopify,5,deny,manual,469,469,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-3082XHD.jpg?v=1626202244,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2004–2016-Kubota-RTV900,-RTV1100,-RTV1140-Front-Left,-Front-Right","2004–2016 Kubota RTV900, RTV1100, RTV1140 Front Left, Front Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-31001HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-31001HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2004–2016-Kubota-RTV900,-RTV1100,-RTV1140-Rear-Left,-Rear-Right","2004–2016 Kubota RTV900, RTV1100, RTV1140 Rear Left, Rear Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-31002HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-31002HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2014–2023-Kubota-RTV-X900,-RTV-X1100,-RTV-X1140-Rear-Left,-Rear-Right","2014–2023 Kubota RTV-X900, RTV-X1100, RTV-X1140 Rear Left, Rear Right Heavy Duty Axle","Through years of research and development Demon Powersports has developed an axle that doesn’t burn a hole in your pocket and adheres to the highest quality standards. These axles are bigger, beefier, and stronger. 
Demon Heavy Duty Axles are built using larger CV joints and shafts, paired with our proprietary dual heat treatment process, and 4340 Chromoly Steel inner CV cage gives these the axles the edge it needs for superior strength and longevity. 
These axles also utilize a unique double plunge design which allows it to achieve higher articulation angles approximately, the axles are designed to slide on the bar splines allowing for 1.5 inches of travel and 40° articulation over terrain on the inboard joint. The outboard joint can travel 0.5inches and swing from 45°-47° depending on the model. 
The Demon heavy duty axles are equipped The TPEE (Thermoplastic polyester elastomer) boots which are stronger, stiffer, more fatigue resistant, puncture resistant, and more temperature resistant than a standard OEM boot.  Axles use molybdenum grease to provide low friction and smooth motion.
Trust in Demon Heavy Duty Axles to keep you riding!!",Demon Powersports,,Heavy Duty Axle,,TRUE,Title,Default Title,,,,,,,,PAXL-31003HD,0,shopify,5,deny,manual,225,225,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PAXL-31003HD.jpg?v=1626202201,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
