Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fare Freight Package Type (product.metafields.app--65750532097--fare_freight.package_type),Height (product.metafields.next_cart.height),Length (product.metafields.next_cart.length),Width (product.metafields.next_cart.width),Color (product.metafields.shopify.color-pattern),Features (product.metafields.shopify.features),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Manufacturer type (product.metafields.shopify.manufacturer-type),Material (product.metafields.shopify.material),Vehicle seating features (product.metafields.shopify.vehicle-seating-features),Vehicle type (product.metafields.shopify.vehicle-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / Canada,Price / Canada,Compare At Price / Canada,Status
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_Front_Side_View_of_Fenders_on_1500.jpg?v=1749001286,2,Ranger 1500 Fenders,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Rear_Fender_for_Polaris_Ranger_1500.jpg?v=1748138532,3,Rear Fender for Polaris Ranger 1500,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Front_View_of_Fenders_for_Polaris_Ranger_1500.jpg?v=1748138532,4,Fenders Front Polaris Ranger 1500,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Rear_View_of_Polaris_Ranger_1500_Fenders.jpg?v=1748138532,5,Rear View of Polaris Ranger 1500 Fenders,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Back_Side_view_of_Ranger_1500_Front_Fenders.jpg?v=1748138532,6,Back Side view of Ranger 1500 Front Fenders,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/IMG_3646.jpg?v=1748138532,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Close_up_side_view_of_rear_Polaris_Ranger_1500_Fenders.jpg?v=1748138462,8,Close up side view of rear Polaris Ranger 1500 Fenders,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Fender_Rear_View.jpg?v=1748138462,9,Polaris Ranger 1500 Fender Rear View,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranch-armor-polaris-ranger-1500-mud-flaps-fender-flares-front-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Fenders_Side_VIew.jpg?v=1748138462,10,Polaris Ranger 1500 Fenders Side VIew,,,,,,,,,,,,,,,,,,,,,,,,,,,
project-smoke,Project Smoke (Can-Am Defender Limited CrewMax),,Ranch Armor,"Food, Beverages & Tobacco > Tobacco Products > Smoking Pipes",,,TRUE,Title,Default Title,,,,,,,,,0,,0,deny,manual,33000,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-AmDefenderProjectSmokeOutfitbyRanchArmor.jpg?v=1744921375,1,,FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
flat-bed-aluminum-high-seat,Flat Bed Aluminum High Seat,"<p>A purpose driven high seat for a purpose driven product. Ranch Armor aluminum flat beds are iconic and industry leading. We were the first, and still remain the only company who mass produces aluminum UTV flat beds. We HAD to make sure the worlds most popular high seats were also available for the flat beds. </p>
<p>Designed from the ground up to mate with your Ranch Armor flat bed while keeping the footprint minimal, and overall function as a top priority. Sits/mounts to the very front of your Ranch Armor flat bed via large bolts that secure it through the bed chassis. </p>
<p>100% aluminum and TIG welded construction just like the flat bed it mounts to, only the best will do. <meta charset=""utf-8"">We use a local Texas based vendor for our cushions that are constructed using marine grade firm-foam, and Sail cloth. The Sail cloth is 10x more durable than vinyl and is fully: water, weather, and mildew resistant. Don't worry, it has a poly-urethane coating on it that makes it glossy and smooth. </p>
<p><meta charset=""utf-8"">All high seats come standard in a powder coat finish semi texture/semi-gloss.  </p>
<h3><span>Flat Bed Aluminum High Seat Specifications:</span></h3>
<ul>
<li>Constructed of 100% Aluminum</li>
<li>Sail cloth UV, Marine, Mildew resistant fabric/canvas (10x stronger then vinyl)</li>
<li>Marine medium firm foam cushions</li>
<li>Laser-cut plate legs provide great look and exceptional support</li>
<li>Standard textured powder coat</li>
<li>Stationary ladders on both sides</li>
<li>Rifle rest/grab bar </li>
<li>Lifetime warranty on construction</li>
</ul>",Ranch Armor,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Seating,,,TRUE,Arm Rest & Rifle Rest Cushions,None (standard),,Dual Floor Mounted Rifle Mount,None (standard),,Rear Upper Storage Basket or Game Hoist,None (standard),,,45359.237,,0,deny,manual,3499,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/PolarisRangerAluminumFlatBedHighSeat.jpg?v=1764089251,1,Polaris Ranger Aluminum Flat Bed High Seat with Optional Rear Upper Basket,FALSE,Flat Bed Aluminum High Seat by Ranch Armor,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
flat-bed-aluminum-high-seat,,,,,,,,,None (standard),,,None (standard),,,Add Rear Upper Storage Basket (+ $699),,,45359.237,,0,deny,manual,4198,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Flat_Bed_High_Seat_with_Game_Hoist_by_Ranch_Armor.jpg?v=1764089251,2,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,None (standard),,,None (standard),,,Add Rear Game Hoist (+ $899),,,45359.237,,0,deny,manual,4398,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Aluminum_Flat_Bed_High_Seat_with_Dog_in_back.jpg?v=1764089251,3,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,None (standard),,,Add (+ $165),,,None (standard),,,45359.237,,0,deny,manual,3664,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Aluminum_Can-Am_Defender_Flatbed_5_Foot_Option_by_Ranch_Armor__24044.webp?v=1744684686,4,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,None (standard),,,Add (+ $165),,,Add Rear Upper Storage Basket (+ $699),,,45359.237,,0,deny,manual,4363,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Aluminum_Flat_Bed_with_Optional_Aluminum_High_Seat_and_Side_Rails.jpg?v=1744684686,5,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,None (standard),,,Add (+ $165),,,Add Rear Game Hoist (+ $899),,,45359.237,,0,deny,manual,4563,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Rear_High_seat_with_hoist_on_Polaris_Ranger_1000_Aluminum_Flatedbed.jpg?v=1764089787,6,Rear High seat with hoist on Polaris Ranger 1000 Aluminum Flatedbed,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,None (standard),,,None (standard),,,45359.237,,0,deny,manual,3659,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Flat_Bed_with_Optional_Side_Rails_and_High_Seat_by_Ranch_Armor.jpg?v=1764089787,7,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,None (standard),,,Add Rear Upper Storage Basket (+ $699),,,45359.237,,0,deny,manual,4358,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Aluminum_Flat_Bed_and_Optional_High_Seat_by_Ranch_Armor.jpg?v=1764089787,8,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,None (standard),,,Add Rear Game Hoist (+ $899),,,45359.237,,0,deny,manual,4558,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Can-Am_Defender_Aluminum_Flat_Bed_with_Optional_High_Seat_and_Side_Rails.jpg?v=1764089787,9,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,Add (+ $165),,,None (standard),,,45359.237,,0,deny,manual,3824,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Aluminum_Flat_Bed_High_Seat_with_Optional_Game_Hoist.jpg?v=1764089787,10,Polaris Ranger 1500 Flat Bed with Game Hoist,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,Add (+ $165),,,Add Rear Upper Storage Basket (+ $699),,,45359.237,,0,deny,manual,4523,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
flat-bed-aluminum-high-seat,,,,,,,,,Add (+ 160),,,Add (+ $165),,,Add Rear Game Hoist (+ $899),,,45359.237,,0,deny,manual,4723,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,Polaris Ranger 1500 Crew Cab Aluminum Top (Open Cab & Northstar),"<p>The FIRST Polaris Ranger 1500 Crew Cab Aluminum Top that maintains your factory headliner/interior while adding massive utility function. Say goodbye to your factory 2-piece plastic top that leaks! Now you have an alternative that will bolt-on and seamlessly integrate factory headliner as well as overhead electrical harness that is in between. Polaris utilized the same top and headliner whether it is an open cab or Northstar/Cab model Ranger. Both the 1500 Open Cab and Northstar models utilize the same top/model from Ranch Armor, this makes it easy when shopping, no confusion! Our design and engineering team have taken extensive time to spec the locators for your factory headliner and applicable components to relocate to our roof. </p>
<p>Ranch Armor tops DO NOT void factory warranty as they DO NOT change or require any change to unit or electrical overhead, we got you covered! Seals better then the factory roof that comes with the Ranger, it's true! The roof also includes front/rear block-off plates and vent covers to seal up factory frame slots that would otherwise allow air/moisture in to cab. </p>
<h2><span>POLARIS RANGER 1500 CREW CAB ALUMINUM TOP SPECS</span></h2>
<ul>
<li>1/8"" Aluminum Construction with tubular/angle iron sub-frame (special place holders and channels for headliner transition)</li>
<li>Textured Powder Coat standard<br>
</li>
<li>Rain “Gutters” Front &amp; Rear</li>
<li>Direct fitment using factory holes. Easily bolts on.</li>
<li>Lifetime Warranty on construction</li>
</ul>
<h4><span>POLARIS RANGER 1500 CREW CAB ROOF COMPATIBILITY:</span></h4>
<ul>
<li>Compatible with all: 2024+Polaris Ranger 1500 Crew Cab Pro-Fit Frames - BOTH Open Cab AND Northstar Models</li>
</ul>
<h4><span>Checkout our step-by-step install video: </span></h4>
<p><span><!-- mceItemMediaService_youtube:{&quot;id&quot;:&quot;Tk4-mawwDJA&quot;,&quot;width&quot;:440,&quot;height&quot;:330} --><!-- do not directly edit this HTML, it will be overwritten by the mediaservice plugin --><iframe width=""440"" height=""330"" src=""https://www.youtube.com/embed/Tk4-mawwDJA?fs=1""></iframe><!-- /mceItemMediaService --></span></p>",Ranch Armor,Uncategorized,,"polaris-ranger-1500-accessories-tops-bumpers-nerf-bars-high-seats, polaris-utv-ranger-accessories, steel-roofs, utv-roofs-metal-tops-steel-aluminum-polaris-kawasaki-can-am-yamaha-john-deere-roxor",TRUE,Roof Rack Type,Flat Top/No Rack (standard),,Lighting & Audio Package,No lights or audio (standard),,,,,,74842.74105,,0,deny,manual,2699,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Northstar_Metal_Top_with_Elusive_Wildlife_LED_Light_Setup_and_Roof_Rack__79812.jpg?v=1744077830,1,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),FALSE,,,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,No lights or audio (standard),,,,,,74842.74105,,0,deny,manual,2948,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Crew_Cab_Northstar_Metal_Top_with_Roof_Rack_by_Ranch_Armor__00295.jpg?v=1742175041,2,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,,74842.74105,,0,deny,manual,3098,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Top_view_of_Polaris_Ranger_1500_Crew_Metal_top_with_Roof_Rack_and_LED_Lights_by_Ranch_Armor__91381.jpg?v=1742175041,3,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,No lights or audio (standard),,,,,,74842.74105,,0,deny,manual,3098,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Metal_Top_and_Flatbed_Complete_Outfit_By_Ranch_Armor__44210.jpg?v=1744077830,4,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,,74842.74105,,0,deny,manual,3347,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Crew_Metal_Top_with_Roof_Rack_and_LED_Light_Bars_by_Ranch_Armor__00933.jpg?v=1744077830,5,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,,74842.74105,,0,deny,manual,3398,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Crew_Cab_Metal_top_with_Rack_by_Ranch_Armor_UTV__33732.jpg?v=1742175041,6,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Pkg 1: Control Box Only (Large) Use Your Own Lights (+399),,,,,,74842.74105,,0,deny,manual,3497,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Northstar_Metal_Top_Side_View_by_Ranch_Armor_UTV__65830.jpg?v=1742175041,7,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,,74842.74105,,0,deny,manual,3647,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/Polaris_Ranger_1500_Open_Cab_Metal_Top_with_Roof_Rack_and_LED_Lights_by_Ranch_Armor_uTV__87288.jpg?v=1742175041,8,Polaris Ranger 1500 Crew Cab Metal Top (Open Cab & Northstar),,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,,74842.74105,,0,deny,manual,3798,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Pkg 2: Switch Box (Dome, Outlets), 30"" Single Row Front, Rear Pods (+ $699)",,,,,,74842.74105,,0,deny,manual,3797,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,,74842.74105,,0,deny,manual,4047,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,,74842.74105,,0,deny,manual,4647,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Pkg 3: Hi-power Switch Box (2x Dome, Outlets), 50"" Front, 10"" Side Lights, Rear Pods (+ $1099)",,,,,,74842.74105,,0,deny,manual,4197,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,,74842.74105,,0,deny,manual,4896,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,,74842.74105,,0,deny,manual,4198,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Pkg 4: Everything in Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$1948),,,,,,74842.74105,,0,deny,manual,5046,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,,74842.74105,,0,deny,manual,4447,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Flat Top/No Rack (standard),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,,74842.74105,,-1,deny,manual,5048,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,"Elusive Wildlife Pkg 3: Front 50"" Green/White, Side 15"" Green/White, Rear 15"" Green/White (+ $1499)",,,,,,74842.74105,,-2,deny,manual,4597,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Square Tube Rack (+ $249),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,,74842.74105,,0,deny,manual,5297,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
polaris-ranger-1500-crew-cab-aluminum-top-open-cab-northstar,,,,,,,,,Premium Laser Cut/Slotted Racks (+ $399),,,Elusive Wildlife Pkg 4: Everything in Elusive Wildlife Pkg 3. Plus Wetsounds Head Unit & Sound Bar (+$2349),,,,,,74842.74105,,0,deny,manual,5447,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
cfmoto-uforce-front-hood-basket-front-folding-rack,CFMoto UForce Front Hood Basket,"<p>The CFMoto UForce Hood Basket was designed to assist with storage while making it easy to get in and out of front hood area. Easily opens and closes on a hinge-like bracket mounted at front roll bar. Closes down and secures to a heavy-duty front mount utilizing Quick Fist clamps. </p>
<h2>CFMoto UForce Front UTV Hood Basket Specs:</h2>
<ul>
<li>Laser Cut and CNC Press Broke Construction</li>
<li>TIG Welded (Carbon) for all seams</li>
<li>11 Gauge Steel </li>
</ul>
<h4><span>CFMOTO UFORCE FRONT HOOD BASKET COMPATIBILITY:</span></h4>
<ul>
<li>This specific model basket/rack is compatible with all CFMoto UForce 1000 Models</li>
<li>Compatible with most tip-out windshields </li>
<li><span>Works with standard factory bumper OR Ranch Armor front replacement bumper. Please choose bumper type. </span></li>
</ul>",Ranch Armor,Uncategorized,,"cf-moto, utv-storage-baskets-front-hood-racks",TRUE,Title,Default Title,,,,,,,,CFMA16-RA,27215.5422,,-4,deny,manual,749,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CFMoto_UForce_Front_Hood_Basket_and_Storage_Rack_by_Ranch_Armor__21109.jpg?v=1737046522,1,CFMoto UForce Front Hood Basket,FALSE,CFMoto UForce Front Hood Basket & Folding Rack,The CFMoto UForce Hood Basket was designed to assist with storage while making it easy to get in and out of front hood area. Easily opens and closes on a hinge-like bracket mounted at front roll bar. Closes down and secures to a heavy-duty front mount utilizing Quick Fist clamps.   CFMoto UForce Front UTV Hood Basket Specs: Laser Cut and CNC Press Broke Construction TIG Welded (Carbon) for all seams 11 Gauge Steel  CFMOTO UFORCE FRONT HOOD BASKET COMPATIBILITY: This specific model basket/rack is compatible with all CFMoto UForce 1000 Models Compatible with most tip-out windshields  Works with standard factory bumper OR Ranch Armor front replacement bumper. Please choose bumper type. ,,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
cfmoto-uforce-front-hood-basket-front-folding-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CFMoto_UForce_1000_Front_Hood_Basked_Folded_Up__24730.jpg?v=1737046522,2,CFMoto UForce Front Hood Basket,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfmoto-uforce-front-hood-basket-front-folding-rack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CFMoto_UForce_1000_Side_view_of_Hood_Basket__25131.jpg?v=1737046522,3,CFMoto UForce Front Hood Basket,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfmoto-uforce-bed-extension,CFMoto UForce Bed Extension,"<p>Direct bolt-on bed extension for the CFMoto UForce Ranch Armor. Easily installs securely and safely. Increase your bed storage capacity by 50%. We engineered a laser-cut and CNC pressed bracket that cradles the rear bed opening shape and secures to factory Ranger hole locations. Load an animal and still have room for plenty of gear, hauling more with ease is what we were after. </p>
<h3>CFMoto UForce Bed Extension Specifications:</h3>
<ul>
<li>Steel Construction </li>
<li>Laser cut &amp; CNC Pressed bracket basket</li>
<li>Direct bolt-on fit</li>
<li>Textured Powder Coat standard</li>
<li>Lifetime Warranty on construction</li>
</ul>
<h3>CFMoto UForce Model Fitment:</h3>
<ul>
<li>2020+ CFMoto UForce 1000 - All Models</li>
</ul>",Ranch Armor,Uncategorized,,"cf-moto, utv-storage-baskets-front-hood-racks",TRUE,Title,Default Title,,,,,,,,CFMH-15,20411.65665,,0,deny,manual,699,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CFMoto_UForce_Bed_Extension_Rear_Rack_by_Ranch_Armor__32298.jpg?v=1737046519,1,CFMoto UForce Bed Extension,FALSE,CFMoto UForce Bed Extension and Rear Storage Rack by Ranch Armor,"Direct bolt-on bed extension for the CFMoto UForce Ranch Armor. Easily installs securely and safely. Increase your bed storage capacity by 50%. We engineered a laser-cut and CNC pressed bracket that cradles the rear bed opening shape and secures to factory Ranger hole locations. Load an animal and still have room for plenty of gear, hauling more with ease is what we were after.   CFMoto UForce Bed Extension Specifications: Steel Construction  Laser cut & CNC Pressed bracket basket Direct bolt-on fit Textured Powder Coat standard Lifetime Warranty on construction CFMoto UForce Model Fitment: 2020+ CFMoto UForce 1000 - All Models",,,,,,,,,,,,,,,lb,,,TRUE,,,TRUE,,,active
cfmoto-uforce-bed-extension,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0621/7731/2924/files/CFMoto_UForce_1000_Bed_Extension_Side_View_by_Ranch_Armor_UTV__13686.jpg?v=1737046518,2,CFMoto UForce Bed Extension,,,,,,,,,,,,,,,,,,,,,,,,,,,
